Words			Original Roots		Predicted roots
कहा		कह			कह
कि		कि			कन
बिहार		बिहार			बनहार
विधानसभा		विधानसभा			वनूािसभा
चुनाव		चुनाव			टुिाव
के		का			का
परिणाम		परिणाम			ययनणाम
का		का			का
असर		असर			चसर
केंद्र		केंद्र			केंद्र
की		का			का
यूपीए		यूपीए			पपयीश
सरकार		सरकार			सरकार
की		का			का
स्थिरता		स्थिरता			स्उनरता
पर		पर			यर
नहीं		नहीं			िह
पड़ेगा		पड़			य.ेगा
।		।			ै
उन्होंने		वह			रहहोंि
कहा		कह			कह
कि		कि			कन
इस		यह			धस
बार		बार			बार
राज्य		राज्य			राज्प
में		में			में
त्रिशंकु		त्रिशंकु			त्रनएंकु
विधानसभा		विधानसभा			वनूािसभा
नहीं		नहीं			िह
होगी		हो			हो
।		।			ै
बंगलौर		बंगलौर			बंगलौर
में		में			में
पत्रकारों		पत्रकार			यत्रकार
से		से			से
बातचीत		बातचीत			बातटीत
में		में			में
पासवान		पासवान			यासवाि
ने		ने			िे
कहा		कह			कह
कि		कि			कन
चुनावी		चुनावी			टुिावी
लड़ाई		लड़ाई			ल.ाफ
बिहार		बिहार			बनहार
तक		तक			तक
ही		ही			ही
सीमित		सीमित			सीमनत
है		है			ह।
।		।			ै
यूपीए		यूपीए			पपयीश
का		का			का
गठन		गठन			ज
राजग		राजग			राजग
को		को			को
सत्ता		सत्ता			सत्ता
से		से			से
हटाने		हटा			हछाि
के		के			का
लिए		लिए			लनश
किया		कर			ककपा
गया		जा			गपा
था		था			उा
।		।			ै
उन्होंने		वह			रहहोंि
जोर		जोर			जोर
देते		दे			दे
हुए		हो			हुश
कहा		कह			कह
कि		कि			कन
वे		वह			वह
चुनाव		चुनाव			टुिाव
से		से			से
पहले		पहले			यहला
या		या			पा
बाद		बाद			बाद
में		में			में
किसी		कोई			कनस
भी		भी			भी
तरह		तरह			तरह
से		से			से
लालू		लालू			लालइ
यादव		यादव			पादव
की		का			का
पार्टी		पार्टी			यार्अी
राजद		राजद			राजद
का		का			का
समर्थन		समर्थन			समर्उि
नहीं		नहीं			िह
करेंगे		कर			कर
।		।			ै
पासवान		पासवान			यासवाि
ने		ने			िे
कहा		कह			कह
कि		कि			कन
इस		यह			धस
बार		बार			बार
उनकी		वह			आिक
पार्टी		पार्टी			यार्अी
राज्य		राज्य			राज्प
में		में			में
मुख्यमंत्री		मुख्यमंत्री			मुख्पमंत्री
पद		पद			यद
के		के			का
लिए		लिए			लनश
किसी		कोई			कनस
भी		भी			भी
दल		दल			दल
के		का			का
मुस्लिम		मुस्लिम			मुस्लनम
उम्मीदवार		उम्मीदवार			आम्मीदवार
को		को			को
स्वीकार		स्वीकार			स्वीकार
नहीं		नहीं			िह
करेगी		कर			कर
।		।			ै
उनकी		वह			आिक
पार्टी		पार्टी			यार्अी
में		में			में
काफी		काफी			काईी
संख्या		संख्या			संख्पा
में		में			में
मुस्लिम		मुस्लिम			मुस्लनम
उम्मीदवारों		उम्मीदवार			आम्मीदवार
को		को			को
टिकट		टिकट			अनतअ
दिए		दे			दनश
जाएंगे		जा			जा
।		।			ै
पासवान		पासवान			यासवाि
ने		ने			िे
कहा		कह			कह
कि		कि			कन
अगर		अगर			चगर
चुनाव		चुनाव			टुिाव
में		में			में
उनके		वह			आि
गठबंधन		गठबंधन			गयबंूि
को		को			को
जीत		जीत			जीत
मिलती		मिल			मनलती
है		है			ह।
तो		तो			तो
लोक		लोक			लोक
जनशक्ति		जनशक्ति			जिएक्तन
पार्टी		पार्टी			यार्अी
(		(			४
लोजपा		लोजपा			लोजा
)		)			९
का		का			का
कोई		कोई			कोफ
उम्मीदवार		उम्मीदवार			आम्मीदवार
मुख्यमंत्री		मुख्यमंत्री			मुख्पमंत्री
बनेगा		बन			बि
।		।			ै
उन्होंने		वह			रहहोंि
दावा		दावा			दावा
करते		कर			कर
हुए		हो			हुश
कहा		कह			कह
कि		कि			कन
राजद		राजद			राजद
का		का			का
खेल		खेल			खेल
समाप्त		समाप्त			समाय्त
हो		हो			हो
गया		जा			गपा
है		है			ह।
उसे		वह			आस
राज्य		राज्य			राज्प
में		में			में
४०		४०			ऊ२
से		से			से
ज्यादा		ज्यादा			ज्पादा
सीटें		सीट			सीअ
नहीं		नहीं			िह
मिलेगीं		मिल			ममल
।		।			ै
पासवान		पासवान			यासवाि
ने		ने			िे
कहा		कह			कह
कि		कि			कन
काफी		काफी			काईी
लोग		लोग			लोग
उन		वह			आि
पर		पर			यर
आरोप		आरोप			थरोय
लगा		लगा			लगा
रहे		रह			रह
हैं		है			है
कि		कि			कन
राज्य		राज्य			राज्प
में		में			में
दूसरी		दूसरा			दइसरी
बार		बार			बार
चुनाव		चुनाव			टुिाव
के		के			का
लिए		लिए			लनश
वे		वह			वह
ही		ही			ही
जिम्मेदार		जिम्मेदार			जनम्मेदार
हैं		है			है
इस		यह			धस
पर		पर			यर
पासवान		पासवान			यासवाि
ने		ने			िे
कहा		कह			कह
कि		कि			कन
चुनाव		चुनाव			टुिाव
लोगों		लोग			लोग
के		का			का
हित		हित			हनत
में		में			में
है		है			ह।
,		COMMA			औ
नेताओं		नेता			ििता
के		का			का
हित		हित			हनत
में		में			में
नहीं		नहीं			िह
।		।			ै
उन्होंने		वह			रहहोंि
कहा		कह			कह
कि		कि			कन
लोजपा		लोजपा			लोजा
बिहार		बिहार			बनहार
का		का			का
विकास		विकास			वनकास
चाहती		चाह			टाहती
है		है			ह।
।		।			ै
राजद		राजद			राजद
के		का			का
१५		१५			U0
साल		साल			साल
के		का			का
शासन		शासन			एाि
में		में			में
बिहार		बिहार			बनहार
का		का			का
सत्यानाश		सत्यानाश			सत्पााा
हो		हो			हो
गया		जा			गपा
है		है			ह।
।		।			ै
उन्होंने		वह			रहहोंि
कहा		कह			कह
कि		कि			कन
पासवान		पासवान			यासवाि
व		व			व
लालू		लालू			लालइ
के		के			का
बीच		बीच			बीट
खींचतान		खींचतान			खींटताि
व		व			व
वामपंथियों		वामपंथी			वामयंइनप
के		के			का
बीच		बीच			बीट
मतभेद		मतभेद			मतभेद
से		से			से
यूपीए		यूपीए			पपयीश
कमजोर		कमजोर			कमजोर
हुआ		हो			हुथ
है		है			ह।
और		और			Uर
इसका		यह			धध
सीधा		सीधा			सीूा
लाभ		लाभ			लाभ
राजग		राजग			राजग
को		को			को
मिलेगा		मिल			मनल
।		।			ै
नितीश		नितीश			िनतीए
ने		ने			िे
कहा		कह			कह
कि		कि			कन
बिहार		बिहार			बनहार
की		का			का
जनता		जनता			जित
विकास		विकास			वनकास
चाहती		चाह			टाहती
है		है			ह।
इसलिए		इसलिए			धसलनश
इस		यह			धस
बार		बार			बार
राज्य		राज्य			राज्प
में		में			में
त्रिशंकु		त्रिशंकु			त्रनएंकु
विधानसभा		विधानसभा			वनूािसभा
नहीं		नहीं			िह
होगी		हो			हो
।		।			ै
नितीश		नितीश			िनतीए
ने		ने			िे
कहा		कह			कह
कि		कि			कन
राज्य		राज्य			राज्प
के		का			का
लोग		लोग			लोग
जान		जान			जज
गए		जा			गश
हैं		है			है
कि		कि			कन
इस		यह			धस
चुनाव		चुनाव			टुिाव
के		के			का
लिए		लिए			लनश
लालू		लालू			लालइ
व		व			व
पासवान		पासवान			यासवाि
जिम्मेदार		जिम्मेदार			जनम्मेदार
हैं		है			है
।		।			ै
तिलहन		तिलहन			तनलहि
के		का			का
उत्पादन		उत्पादन			आत्यादि
को		को			को
लेकर		ले			ले
उद्योग		उद्योग			आद्पोग
जगत		जगत			जगत
और		और			Uर
कृषि		कृषि			कॉषन
मंत्रालय		मंत्रालय			मंत्रालप
एक		एक			शक
बार		बार			बार
फिर		फिर			ईनर
अलग		अलग			चलग
-		-			छ
अलग		अलग			चलग
दावे		दावा			दावा
कर		कर			कर
रहे		रह			रह
हैं		है			है
।		.			ै
उद्योग		उद्योग			आद्पोग
जगत		जगत			जगत
का		का			का
कहना		कह			कह
है		है			ह।
कि		कि			कन
इस		यह			धस
साल		साल			साल
खरीफ		खरीफ			खरीई
सीजन		सीजन			सीजि
के		के			का
दौरान		दौरान			दौराि
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
130		130			ढ११
लाख		लाख			लाख
टन		टन			अि
होगा		हो			हो
।		.			ै
जबकि		जबकि			जबकन
कृषि		कृषि			कॉषन
मंत्रालय		मंत्रालय			मंत्रालप
के		के			का
मुताबिक		मुताबिक			मुताबनक
इस		यह			धस
साल		साल			साल
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
145.6		145.6			ढऑक़ठठ
लाख		लाख			लाख
टन		टन			अि
रहने		रह			रह
का		का			का
अनुमान		अनुमान			चिुमाि
है		है			ह।
,		COMMA			औ
जो		जो			जो
पिछले		पिछला			यन०ला
साल		साल			साल
की		का			का
तुलना		तुलना			तुलिा
में		में			में
करीब		करीब			करीब
2.5		2.5			३ठआ
फीसदी		फीसदी			ईीसदी
कम		कम			कम
है		है			ह।
।		.			ै
लेकिन		लेकिन			लेकनि
उद्योग		उद्योग			आद्पोग
का		का			का
कहना		कह			कह
है		है			ह।
कि		कि			कन
इस		यह			धस
साल		साल			साल
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
पिछले		पिछला			यन०ला
साल		साल			साल
की		का			का
तुलना		तुलना			तुलिा
में		में			में
ज्यादा		ज्यादा			ज्पादा
होगा		हो			हो
।		.			ै
उद्योग		उद्योग			आद्पोग
जगत		जगत			जगत
और		और			Uर
कृषि		कृषि			कॉषन
मंत्रालय		मंत्रालय			मंत्रालप
ने		ने			िे
खरीफ		खरीफ			खरीई
सीज़न		सीजन			सी७ि
के		के			का
पहले		पहले			यहला
अग्रिम		अग्रिम			चग्रनम
अनुमानों		अनुमान			चिुमाि
को		को			को
जारी		जारी			जारी
किया		कर			ककपा
है		है			ह।
।		.			ै
तिलहन		तिलहन			तनलहि
उद्योग		उद्योग			आद्पोग
और		और			Uर
ट्रेड		ट्रेड			अ्रेड
की		का			का
सबसे		सबसे			सबसे
बड़ी		बडा			ब.
संस्था		संस्था			संस्उा
सेंट्रल		सेंट्रल			सें््रल
ऑर्गेनाइजेशन		ऑर्गेनाइजेशन			र्गेिाधजेएि
फॉर		फॉर			ईझर
ऑयल		ऑयल			़प
इंडस्ट्री		इंडस्ट्री			धंडस्त्री
एंड		एंड			शंड
ट्रेड		ट्रेड			अ्रेड
यानि		यानि			पािन
कोइट		कोइट			कोधअ
का		का			का
कहना		कह			कह
है		है			ह।
कि		कि			कन
इस		यह			धस
साल		साल			साल
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
कम		कम			कम
रहने		रह			रह
की		का			का
उम्मीद		उम्मीद			आम्मीद
की		कर			का
जा		जा			जा
रही		रह			रह
है		है			ह।
।		.			ै
उद्योग		उद्योग			आद्पोग
जगत		जगत			जगत
दावा		दावा			दावा
करता		कर			कर
है		है			ह।
कि		कि			कन
इस		यह			धस
खरीफ		खरीफ			खरीई
सीज़न		सीजन			सी७ि
के		के			का
दौरान		दौरान			दौराि
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
पिछले		पिछला			यन०ला
साल		साल			साल
की		का			का
तुलना		तुलना			तुलिा
में		में			में
ज्यादा		ज्यादा			ज्पादा
होगा		हो			हो
।		.			ै
उद्योग		उद्योग			आद्पोग
के		के			का
मुताबिक		मुताबिक			मुताबनक
इस		यह			धस
साल		साल			साल
तिलहन		तिलहन			तनलहि
उत्पादन		उत्पादन			आत्यादि
करीब		करीब			करीब
130.4		130.4			ढञ१ठञ
लाख		लाख			लाख
टन		टन			अि
होगा		हो			हो
।		.			ै
जो		जो			जो
पिछले		पिछला			यन०ला
साल		साल			साल
के		का			का
उत्पादन		उत्पादन			आत्यादि
में		में			में
करीब		करीब			करीब
6.8		6.8			फठठ
लाख		लाख			लाख
टन		टन			अि
ज्यादा		ज्यादा			ज्पादा
है		है			ह।
।		.			ै
पिछले		पिछला			यन०ला
साल		साल			साल
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
123		123			ढ३
लाख		लाख			लाख
टन		टन			अि
हुआ		हो			हुथ
था		था			उा
।		.			ै
उद्योग		उद्योग			आद्पोग
का		का			का
अनुमान		अनुमान			चिुमाि
है		है			ह।
कि		कि			कन
इस		यह			धस
साल		साल			साल
मूँगफली		मूँगफली			मइड़गई
का		का			का
उत्पादन		उत्पादन			आत्यादि
56.5		56.5			फफ़ठई
लाख		लाख			लाख
टन		टन			अि
और		और			Uर
सोयाबीन		सोयाबीन			सोपाबीि
का		का			का
उत्पादन		उत्पादन			आत्यादि
53.6		53.6			(5ठफ़
लाख		लाख			लाख
टन		टन			अि
होगा		हो			हो
।		.			ै
जबकि		जबकि			जबकन
पिछले		पिछला			यन०ला
साल		साल			साल
मूँगफली		मूँगफली			मइड़गई
का		का			का
उत्पादन		उत्पादन			आत्यादि
44.5		44.5			ऑऑठई
और		और			Uर
सोयाबीन		सोयाबीन			सोपाबीि
का		का			का
उत्पादन		उत्पादन			आत्यादि
58.5		58.5			शक़ठत
लाख		लाख			लाख
टन		टन			अि
हुआ		हो			हुथ
था		था			उा
।		.			ै
कृषि		कृषि			कॉषन
मंत्रालय		मंत्रालय			मंत्रालप
उद्योग		उद्योग			आद्पोग
जगत		जगत			जगत
के		का			का
इन		यह			धि
आँकड़ों		आँकडा			थड़क.
से		से			से
इत्तेफाक		इत्तेफाक			धत्तेईाक
नहीं		नहीं			िह
रखता		रख			रख
है		है			ह।
और		और			Uर
उसके		वह			आस
मुताबिक		मुताबिक			मुताबनक
इस		यह			धस
साल		साल			साल
तिहलन		तिहलन			तनहलि
उत्पादन		उत्पादन			आत्यादि
में		में			में
करीब		करीब			करीब
2.5		2.5			३ठआ
फीसदी		फीसदी			ईीसदी
की		का			का
कमी		कमी			कमी
आ		आ			थ
सकती		सक			सक
है		है			ह।
।		.			ै
इस		यह			धस
साल		साल			साल
महाराष्ट्र		महाराष्ट्र			महाराष्अ्र
और		और			Uर
गुजरात		गुजरात			गुजरात
में		में			में
ज्यादा		ज्यादा			ज्पादा
बारिश		बारिश			बारनए
का		का			का
असर		असर			चसर
तिलहन		तिलहन			तनलहि
उत्पादन		उत्पादन			आत्यादि
पर		पर			यर
पड़ा		पड			य.ा
है		है			ह।
।		.			ै
पिछले		पिछला			यन०ला
साल		साल			साल
149.4		149.4			ढऑ55ञ
लाख		लाख			लाख
टन		टन			अि
तिलहन		तिलहन			तनलहि
का		का			का
उत्पादन		उत्पादन			आत्यादि
हुआ		हो			हुथ
था		था			उा
।		.			ै
मंत्रालय		मंत्रालय			मंत्रालप
का		का			का
कहना		कह			कह
है		है			ह।
कि		कि			कन
इस		यह			धस
साल		साल			साल
मूँगफली		मूँगफली			मइड़गई
का		का			का
उत्पादन		उत्पादन			आत्यादि
59.4		59.4			(5ठफ़
लाख		लाख			लाख
टन		टन			अि
और		और			Uर
सोयाबीन		सोयाबीन			सोपाबीि
का		का			का
65.8		65.8			फ़क़ठ३
लाख		लाख			लाख
टन		टन			अि
होने		हो			हो
की		का			का
संभावना		संभावना			संभाविा
है		है			ह।
।		.			ै
बैजोरिया		बैजोरिया			ब।जोरनपा
का		का			का
कहना		कह			कह
है		है			ह।
कि		कि			कन
इन		यह			धि
आँकड़ों		आँकडा			थड़क.
में		में			में
अंतर		अंतर			चंतर
का		का			का
असर		असर			चसर
तिलहन		तिलहन			तनलहि
की		का			का
कीमतों		कीमत			कीमत
पर		पर			यर
नहीं		नहीं			िह
पड़ता		पड			य.ता
है		है			ह।
।		.			ै
उनका		वह			आिक
कहना		कह			कह
है		है			ह।
कि		कि			कन
उनके		वह			आि
पास		पास			यास
ये		यह			पे
आँकड़ें		आँकड़ा			थड़क.
स्थानीय		स्थानीय			स्उािीप
स्तर		स्तर			स्तर
पर		पर			यर
आते		आ			थत
हैं		है			है
जो		जो			जो
पूरी		पूरा			यइर
तरह		तरह			तरह
से		से			से
सही		सही			सही
होते		हो			हो
हैं		है			है
।		.			ै
लुधियाना		लुधियाना			लुूनपािा
के		का			का
अवतार		अवतार			चवतार
सिंह		सिंह			सनंह
मक्कड़		मक्कड़			मक्क.
बुधवार		बुधवार			बुूवार
को		को			को
सिखों		सिख			सलख
की		का			का
मिनी		मिनी			मनिा
संसद		संसद			संसद
शिरोमणि		शिरोमणि			एनरोमणन
गुरुद्वारा		गुरुद्वारा			गुरुद्वारा
प्रबंधक		प्रबंधक			य्रबंूक
कमेटी		कमेटी			कमेअी
(		(			४
एसजीपीसी		एसजीपीसी			शसजीयीसी
)		)			९
के		का			का
प्रधान		प्रधान			य्रूाि
पद		पद			यद
पर		पर			यर
काबिज		काबिज			काबनज
हो		हो			हो
गए		जा			गश
।		।			ै
विधानसभा		विधानसभा			वनूािसभा
चुनावों		चुनाव			टुिाव
में		में			में
लुधियाना		लुधियाना			लुूनपािा
पश्चिम		पश्चिम			यए्टनम
सीट		सीट			सीअ
से		से			से
हरनामदास		हरनामदास			हरिामदास
जौहर		जौहर			जौहर
के		का			का
हाथों		हाथ			हाउ
पराजित		पराजित			यराननत
होने		हो			हो
के		के			का
बाद		बाद			बाद
पिछले		पिछला			यन०ला
साल		साल			साल
ही		ही			ही
वह		वह			वह
पहली		पहला			यहली
बार		बार			बार
इस		यह			धस
संस्था		संस्था			संस्उा
के		का			का
सदस्य		सदस्य			सदस्प
चुने		चुन			टुिा
गए		जा			गश
थे		था			वे
।		।			ै
मास्टर		मास्टर			मास्अर
तारा		तारा			तारा
सिंह		सिंह			सनंह
के		के			का
बाद		बाद			बाद
लगभग		लगभग			लगभग
५०		५०			0२
साल		साल			साल
के		का			का
अंतराल		अंतराल			चंतराल
पर		पर			यर
किसी		कोई			कनस
शहरी		शहरी			एहरा
सिख		सिख			सखख
को		को			को
यह		यह			पह
ओहदा		ओहदा			ओहदा
मिला		मिल			मनला
है		है			ह।
।		।			ै
पुराने		पुराना			युरािा
धुरंधरों		धुरंधर			ूुरंूर
को		को			को
मात		मात			मात
देते		दे			दे
हुए		हो			हुश
वह		वह			वह
एसजीपीसी		एसजीपीसी			शसजीयीसी
प्रधान		प्रधान			य्रूाि
के		का			का
पद		पद			यद
पर		पर			यर
पहुंचे		पहुंच			यहुंटा
हैं		है			है
।		।			ै
सदस्यों		सदस्य			सदस्प
की		का			का
आम		आम			थम
बैठक		बैठक			ब।ीक
में		में			में
अन्य		अन्य			चि्प
पदाधिकारियों		पदाधिकारी			यदूनाकाननप
और		और			Uर
कार्यकारिणी		कार्यकारिणी			कार्पकारनणी
सदस्यों		सदस्य			सदस्प
का		का			का
चुनाव		चुनाव			टुिाव
भी		भी			भी
हल्के		हल्का			हल्का
विरोध		विरोध			वनरोू
के		के			का
बीच		बीच			बीट
आम		आम			थम
सहमति		सहमति			सहमतन
से		से			से
हुआ		हो			हुथ
।		।			ै
तेजासिंह		तेजासिंह			तेजासनंह
समुद्री		समुद्री			समुद्री
हॉल		हॉल			हझल
स्थित		स्थित			स्उनत
एसजीपीसी		एसजीपीसी			शसजीयीसी
मुख्यालय		मुख्यालय			मुख्पालप
में		में			में
आयोजित		आयोजित			थपोजनत
एसजीपीसी		एसजीपीसी			शसजीयीसी
सदस्यों		सदस्य			सदस्प
की		का			का
वार्षिक		वार्षिक			वार्षनक
आम		आम			थम
बैठक		बैठक			ब।ीक
में		में			में
धारीवाल		धारीवाल			ूारीवाल
से		से			से
एसजीपीसी		एसजीपीसी			शसजीयीसी
सदस्य		सदस्य			सदस्प
व		व			व
राज्य		राज्य			राज्प
के		का			का
पूर्व		पूर्व			यइर्व
मंत्री		मंत्री			मंत्री
सुच्चा		सुच्चा			सुट्टा
सिंह		सिंह			सनंह
लंगाह		लंगाह			लंगाह
ने		ने			िे
मक्कड़		मक्कड़			मक्क.
को		को			को
प्रधान		प्रधान			य्रूाि
बनाए		बना			बिशश
जाने		जा			जा
का		का			का
प्रस्ताव		प्रस्ताव			य्भस्ताव
रखा		रख			रख
,		COMMA			औ
जिसका		जो			जजसका
फगवाड़ा		फगवाड़ा			ईगवा.ा
के		का			का
जरनैल		जरनैल			जरिउल
सिंह		सिंह			सनंह
और		और			Uर
कोटकपूरा		कोटकपूरा			कोअकयइरा
के		का			का
मक्खन		मक्खन			मक्खि
सिंह		सिंह			सनंह
ने		ने			िे
समर्थन		समर्थन			समर्उि
किया		कर			ककपा
।		।			ै
वरिष्ठ		वरिष्ठ			वरनष्
उपप्रधान		उपप्रधान			आयय्रूाि
के		के			का
रूप		रूप			र
में		में			में
गुरपाल		गुरपाल			गुरयाल
सिंह		सिंह			सनंह
गोरा		गोरा			गोरा
का		का			का
स्थान		स्थान			स्उाि
रघुजीत		रघुजीत			रघुजीत
सिंह		सिंह			सनंह
वार्कि		वार्कि			वार्कन
ने		ने			िे
ले		ले			ले
लिया		ले			लनपा
,		COMMA			औ
जबकि		जबकि			जबकन
केवल		केवल			केवल
सिंह		सिंह			सनंह
बादल		बादल			बादल
उपप्रधान		उपप्रधान			आयय्रूाि
और		और			Uर
सुखदेव		सुखदेव			सुखदेव
सिंह		सिंह			सनंह
भौर		भौर			भौर
महासचिव		महासचिव			महासटनव
का		का			का
अपना		अपना			चयिा
पद		पद			यद
बचाए		बचा			बटाश
रखने		रख			रख
में		में			में
कामयाब		कामयाब			कामपाब
रहे		रह			रह
।		।			ै
सूत्रों		सूत्र			सतत्र
के		के			का
अनुसार		अनुसार			चिुसार
बुधवार		बुधवार			बुूवार
की		का			का
सुबह		सुबह			सुबह
दस		दस			दस
बजे		बजे			बज
